latitude,longitude,way_id
36.4040261,126.4397871,22783218
36.4041342,126.4396849,22783218
36.4043652,126.4397583,22783218
36.4043912,126.4400909,22783218
36.4049146,126.440767,22783218
36.4050393,126.440937,22783218
36.405396,126.4408184,22783218
36.4058702,126.440589,22783218
36.4062324,126.4402761,22783218
36.406605,126.4395373,22783218
36.4068649,126.4392193,22783218
36.4074,126.4390701,22783218
36.4076072,126.4385729,22783218
36.4074958,126.438124,22783218
36.4073018,126.4380678,22783218
36.4076105,126.4376892,22783218
36.4078909,126.4376842,22783218
36.4081922,126.4374884,22783218
36.4082915,126.4367703,22783218
36.4080803,126.4364879,22783218
36.4076785,126.4365601,22783218
36.4072354,126.4368472,22783218
36.4067247,126.436883,22783218
36.4059694,126.436544,22783218
36.4055874,126.4361061,22783218
36.4051902,126.43593,22783218
36.4048197,126.4360863,22783218
36.4046665,126.4363518,22783218
36.4047227,126.4364948,22783218
36.4045695,126.4369443,22783218
36.4046921,126.437409,22783218
36.4048083,126.4382355,22783218
36.4048299,126.4385887,22783218
36.4047315,126.4387903,22783218
36.4043595,126.4386198,22783218
36.4043446,126.4386599,22783218
36.4043294,126.4387009,22783218
36.4046834,126.4388891,22783218
36.4044815,126.4391203,22783218
